timestamp_iso,session_id,type,query,target
2025-08-27T19:04:53.834716,a6e3098d-b4fa-465b-bc0a-2d542d467f1f,search,game,"['sample2.html', 'sample1.html']"
2025-08-27T19:05:20.282751,a6e3098d-b4fa-465b-bc0a-2d542d467f1f,search,game,"['game_page_1.html', 'game_page_13.html', 'game_page_18.html', 'game_page_14.html', 'game_page_6.html']"
2025-08-27T19:05:35.513432,a6e3098d-b4fa-465b-bc0a-2d542d467f1f,click,game,game_page_13.html
2025-08-27T19:06:22.006195,a6e3098d-b4fa-465b-bc0a-2d542d467f1f,search,game,"['game_page_1.html', 'game_page_13.html', 'game_page_18.html', 'game_page_14.html', 'game_page_6.html']"
2025-08-28T02:14:19.703080,33f5cb8a-4528-45d1-b0e7-a8749d7c018b,search,game,"['game_page_1.html', 'game_page_13.html', 'game_page_18.html', 'game_page_14.html', 'game_page_6.html']"
2025-08-28T02:16:59.643011,33f5cb8a-4528-45d1-b0e7-a8749d7c018b,search,should we ban k12 students' phone?,"['001_www_britannica_com_6271e82c.html', '028_www_britannica_com_6271e82c.html', '023_ballotpedia_org_43a960cf.html', '029_ballotpedia_org_43a960cf.html', '018_www_campussafetymagazine_com_aee9f81b.html']"
2025-08-28T02:17:44.121024,33f5cb8a-4528-45d1-b0e7-a8749d7c018b,click,should we ban k12 students' phone?,001_www_britannica_com_6271e82c.html
2025-08-28T02:17:48.293479,33f5cb8a-4528-45d1-b0e7-a8749d7c018b,click,should we ban k12 students' phone?,028_www_britannica_com_6271e82c.html
2025-08-28T02:22:01.621280,33f5cb8a-4528-45d1-b0e7-a8749d7c018b,search,should we ban k12 students' phone?,"['001_www_britannica_com_6271e82c.html', '029_ballotpedia_org_43a960cf.html', '018_www_campussafetymagazine_com_aee9f81b.html', '018_calmatters_org_0770f4bd.html', '004_manhattan_institute_1e8ee783.html']"
2025-08-28T02:22:07.231217,33f5cb8a-4528-45d1-b0e7-a8749d7c018b,click,should we ban k12 students' phone?,029_ballotpedia_org_43a960cf.html
2025-08-28T02:22:18.222712,33f5cb8a-4528-45d1-b0e7-a8749d7c018b,click,should we ban k12 students' phone?,018_calmatters_org_0770f4bd.html
2025-08-28T02:22:44.575494,33f5cb8a-4528-45d1-b0e7-a8749d7c018b,search,should k12 students take cellphone to schools?,"['001_www_britannica_com_6271e82c.html', '029_ballotpedia_org_43a960cf.html', '018_calmatters_org_0770f4bd.html', '018_www_campussafetymagazine_com_aee9f81b.html', '004_manhattan_institute_1e8ee783.html']"
2025-08-28T02:22:48.719148,33f5cb8a-4528-45d1-b0e7-a8749d7c018b,click,should k12 students take cellphone to schools?,029_ballotpedia_org_43a960cf.html
2025-08-28T02:22:56.498726,33f5cb8a-4528-45d1-b0e7-a8749d7c018b,click,should k12 students take cellphone to schools?,001_www_britannica_com_6271e82c.html
2025-08-28T03:13:17.157256,33f5cb8a-4528-45d1-b0e7-a8749d7c018b,search,should we ban k12 students' phone?,"[None, None, None, None, None, None, None, None]"
2025-08-28T03:41:21.793362,33f5cb8a-4528-45d1-b0e7-a8749d7c018b,search,should we ban k12 students' phone?,"[None, None, None, None, None, None, None, None]"
2025-08-28T03:46:35.086689,33f5cb8a-4528-45d1-b0e7-a8749d7c018b,search,should we ban k12 students' phone?,"[None, None, None, None, None, None, None, None]"
2025-08-28T03:48:52.670468,d3faa0eb-2796-4ec3-84d9-4b606e5b425b,search,should we ban k12 students' phone?,"[None, None, None, None, None, None, None, None]"
2025-08-28T03:50:37.610372,d3faa0eb-2796-4ec3-84d9-4b606e5b425b,search,should we ban k12 students' phone?,"[None, None, None, None, None, None, None, None]"
2025-08-28T04:09:12.370729,6ec72100-a3ef-4460-92b7-cbf7f6781137,search,ban smartphone,"[None, None, None, None, None, None, None, None]"
